                  下月连续 (IFL1)
 
      时间	    开盘	    最高	    最低	    收盘	         成交量	   MA.MA30  	   MA.MA60  	   MA.MA120 	   MA.MA250 	 
 01/09-13:43	2546.400	2547.400	2545.000	2545.800	             26	   2543.767	   2543.842	   2544.950	   2543.620	
 01/09-13:44	2546.200	2546.200	2544.800	2545.000	             28	   2543.867	   2543.783	   2544.950	   2543.624	
 01/09-13:45	2545.000	2546.000	2545.000	2546.000	             37	   2544.000	   2543.725	   2544.950	   2543.640	
 01/09-13:46	2545.400	2547.600	2545.400	2547.400	             32	   2544.233	   2543.733	   2544.967	   2543.688	
 01/09-13:47	2547.200	2547.400	2546.400	2547.400	             19	   2544.383	   2543.767	   2544.962	   2543.732	
 01/09-13:48	2547.600	2547.600	2546.800	2546.800	             15	   2544.567	   2543.825	   2544.958	   2543.778	
 01/09-13:49	2546.800	2547.800	2546.800	2547.200	             46	   2544.767	   2543.867	   2544.967	   2543.820	
 01/09-13:50	2547.200	2547.200	2545.800	2547.200	             30	   2544.967	   2543.917	   2544.958	   2543.856	
 01/09-13:51	2547.200	2547.800	2545.400	2545.400	             27	   2545.100	   2543.942	   2544.950	   2543.896	
 01/09-13:52	2545.200	2545.200	2542.600	2543.200	             99	   2545.083	   2543.900	   2544.929	   2543.920	
 01/09-13:53	2542.800	2543.600	2542.800	2543.600	             34	   2545.050	   2543.858	   2544.921	   2543.936	
 01/09-13:54	2543.400	2543.800	2542.400	2542.400	             55	   2545.033	   2543.842	   2544.933	   2543.948	
 01/09-13:55	2542.800	2544.000	2541.000	2541.200	             73	   2544.933	   2543.808	   2544.933	   2543.946	
 01/09-13:56	2541.200	2541.800	2540.000	2541.000	             80	   2544.833	   2543.767	   2544.933	   2543.950	
 01/09-13:57	2541.400	2542.000	2541.200	2541.800	             42	   2544.750	   2543.717	   2544.933	   2543.956	
 01/09-13:58	2542.000	2542.000	2541.400	2541.800	              7	   2544.667	   2543.667	   2544.942	   2543.962	
 01/09-13:59	2541.800	2541.800	2541.400	2541.800	             19	   2544.533	   2543.592	   2544.921	   2543.964	
 01/09-14:00	2541.800	2543.000	2541.800	2543.000	             29	   2544.467	   2543.592	   2544.913	   2543.970	
 01/09-14:01	2542.600	2542.600	2541.200	2541.400	             17	   2544.367	   2543.567	   2544.896	   2543.970	
 01/09-14:02	2541.200	2541.200	2533.000	2533.000	            210	   2544.033	   2543.383	   2544.804	   2543.936	
 01/09-14:03	2532.600	2532.600	2527.200	2530.000	            409	   2543.583	   2543.150	   2544.679	   2543.900	
 01/09-14:04	2530.000	2530.000	2525.800	2525.800	            241	   2543.033	   2542.900	   2544.546	   2543.854	
 01/09-14:05	2526.000	2528.000	2524.600	2526.800	            201	   2542.467	   2542.650	   2544.400	   2543.812	
 01/09-14:06	2526.600	2526.600	2522.000	2526.200	            170	   2541.883	   2542.433	   2544.275	   2543.768	
 01/09-14:07	2526.800	2528.400	2525.600	2527.800	             66	   2541.267	   2542.183	   2544.142	   2543.730	
 01/09-14:08	2527.400	2529.800	2527.400	2529.600	            181	   2540.733	   2541.983	   2544.042	   2543.702	
 01/09-14:09	2528.400	2529.400	2527.800	2529.000	             60	   2540.200	   2541.767	   2543.933	   2543.664	
 01/09-14:10	2528.600	2528.600	2527.200	2527.200	            101	   2539.550	   2541.517	   2543.800	   2543.622	
 01/09-14:11	2527.800	2529.400	2527.200	2529.400	             56	   2539.017	   2541.300	   2543.654	   2543.596	
 01/09-14:12	2529.200	2529.400	2528.200	2528.800	             40	   2538.417	   2541.050	   2543.496	   2543.588	
 01/09-14:13	2528.400	2528.400	2527.200	2527.800	             65	   2537.833	   2540.800	   2543.333	   2543.570	
 01/09-14:14	2527.400	2530.800	2526.600	2529.800	            106	   2537.333	   2540.600	   2543.188	   2543.556	
 01/09-14:15	2529.600	2530.000	2528.000	2528.000	             70	   2536.733	   2540.367	   2543.033	   2543.538	
 01/09-14:16	2528.000	2529.200	2527.200	2527.400	             55	   2536.033	   2540.133	   2542.854	   2543.512	
 01/09-14:17	2527.600	2528.800	2527.000	2527.000	             19	   2535.367	   2539.875	   2542.683	   2543.474	
 01/09-14:18	2527.400	2529.000	2526.600	2526.600	             34	   2534.700	   2539.633	   2542.508	   2543.434	
 01/09-14:19	2527.400	2528.400	2527.000	2527.800	             44	   2534.067	   2539.417	   2542.346	   2543.396	
 01/09-14:20	2526.400	2527.600	2524.800	2524.800	            106	   2533.333	   2539.150	   2542.142	   2543.352	
 01/09-14:21	2524.400	2528.400	2522.800	2526.800	            125	   2532.667	   2538.883	   2541.954	   2543.296	
 01/09-14:22	2526.800	2529.600	2526.800	2529.000	             97	   2532.200	   2538.642	   2541.804	   2543.260	
 01/09-14:23	2529.000	2530.000	2528.000	2529.000	             36	   2531.733	   2538.392	   2541.654	   2543.220	
 01/09-14:24	2529.000	2529.000	2528.400	2528.600	             15	   2531.267	   2538.150	   2541.500	   2543.180	
 01/09-14:25	2528.400	2529.400	2528.200	2528.400	             51	   2530.833	   2537.883	   2541.346	   2543.134	
 01/09-14:26	2528.400	2529.000	2528.200	2528.800	             22	   2530.433	   2537.633	   2541.200	   2543.084	
 01/09-14:27	2529.200	2529.200	2528.600	2528.600	             71	   2530.000	   2537.375	   2541.067	   2543.030	
 01/09-14:28	2528.400	2529.200	2528.400	2528.800	             20	   2529.567	   2537.117	   2540.933	   2542.974	
 01/09-14:29	2528.400	2531.200	2528.400	2530.000	             53	   2529.200	   2536.867	   2540.800	   2542.926	
 01/09-14:30	2531.000	2531.200	2530.400	2530.600	            108	   2528.767	   2536.617	   2540.654	   2542.880	
 01/09-14:31	2530.600	2534.400	2530.600	2534.000	            162	   2528.500	   2536.433	   2540.542	   2542.852	
 01/09-14:32	2534.000	2534.000	2532.600	2533.000	             62	   2528.500	   2536.267	   2540.413	   2542.812	
 01/09-14:33	2533.200	2533.400	2532.200	2533.000	             30	   2528.600	   2536.092	   2540.300	   2542.774	
 01/09-14:34	2533.400	2533.600	2532.000	2532.000	             23	   2528.800	   2535.917	   2540.171	   2542.740	
 01/09-14:35	2532.200	2532.400	2531.600	2532.400	             17	   2529.033	   2535.750	   2540.054	   2542.706	
 01/09-14:36	2532.200	2533.400	2532.200	2532.800	             60	   2529.200	   2535.542	   2539.917	   2542.668	
 01/09-14:37	2532.800	2533.400	2531.800	2533.400	             53	   2529.433	   2535.350	   2539.779	   2542.634	
 01/09-14:38	2533.400	2533.600	2532.200	2532.600	             26	   2529.500	   2535.117	   2539.625	   2542.590	
 01/09-14:39	2533.200	2535.600	2532.600	2535.600	             62	   2529.733	   2534.967	   2539.508	   2542.562	
 01/09-14:40	2535.400	2536.400	2534.800	2535.600	             51	   2530.033	   2534.792	   2539.404	   2542.540	
 01/09-14:41	2536.000	2536.800	2535.400	2536.800	             52	   2530.233	   2534.625	   2539.288	   2542.504	
 01/09-14:42	2537.000	2537.400	2535.600	2536.200	             39	   2530.533	   2534.475	   2539.188	   2542.474	
 01/09-14:43	2536.400	2537.200	2535.800	2537.200	             45	   2530.833	   2534.333	   2539.087	   2542.446	
 01/09-14:44	2536.600	2537.200	2536.600	2537.000	             44	   2531.067	   2534.200	   2538.992	   2542.418	
 01/09-14:45	2537.200	2538.000	2536.600	2537.400	             56	   2531.367	   2534.050	   2538.887	   2542.388	
 01/09-14:46	2537.600	2539.400	2537.600	2538.400	             40	   2531.767	   2533.900	   2538.817	   2542.362	
 01/09-14:47	2538.400	2538.800	2537.600	2538.800	             20	   2532.133	   2533.750	   2538.758	   2542.340	
 01/09-14:48	2538.000	2538.000	2536.600	2536.600	             35	   2532.467	   2533.583	   2538.704	   2542.314	
 01/09-14:49	2537.000	2539.000	2537.000	2539.000	             39	   2532.833	   2533.450	   2538.658	   2542.302	
 01/09-14:50	2539.000	2540.000	2538.200	2539.000	             62	   2533.300	   2533.317	   2538.617	   2542.290	
 01/09-14:51	2539.000	2539.400	2538.800	2539.000	             20	   2533.733	   2533.200	   2538.571	   2542.276	
 01/09-14:52	2539.000	2539.600	2538.200	2538.400	             18	   2534.033	   2533.117	   2538.508	   2542.260	
 01/09-14:53	2538.800	2539.000	2537.000	2537.400	             42	   2534.333	   2533.033	   2538.446	   2542.244	
 01/09-14:54	2537.800	2537.800	2536.600	2537.000	             36	   2534.600	   2532.933	   2538.387	   2542.220	
 01/09-14:55	2537.400	2537.600	2537.400	2537.600	             14	   2534.900	   2532.867	   2538.337	   2542.192	
 01/09-14:56	2538.000	2539.000	2537.800	2539.000	             23	   2535.233	   2532.833	   2538.300	   2542.164	
 01/09-14:57	2538.800	2539.400	2538.600	2539.400	             52	   2535.600	   2532.800	   2538.258	   2542.144	
 01/09-14:58	2539.600	2539.600	2538.600	2538.800	             18	   2535.933	   2532.750	   2538.208	   2542.128	
 01/09-14:59	2538.800	2539.400	2538.800	2539.200	             27	   2536.233	   2532.717	   2538.154	   2542.112	
 01/09-15:00	2539.200	2539.400	2538.800	2539.000	             20	   2536.533	   2532.650	   2538.121	   2542.088	
 01/09-15:01	2539.400	2540.000	2538.600	2538.600	             46	   2536.667	   2532.583	   2538.075	   2542.062	
 01/09-15:02	2538.600	2538.800	2538.200	2538.200	             44	   2536.867	   2532.683	   2538.033	   2542.040	
 01/09-15:03	2538.000	2538.600	2537.600	2538.600	             11	   2537.033	   2532.817	   2537.983	   2542.012	
 01/09-15:04	2538.200	2538.400	2538.000	2538.400	             13	   2537.267	   2533.033	   2537.967	   2541.998	
 01/09-15:05	2538.000	2538.000	2538.000	2538.000	              4	   2537.433	   2533.233	   2537.942	   2541.992	
 01/09-15:06	2538.200	2538.200	2537.600	2537.600	             30	   2537.600	   2533.400	   2537.917	   2541.990	
 01/09-15:07	2537.600	2538.400	2537.600	2538.000	             26	   2537.733	   2533.583	   2537.883	   2541.986	
 01/09-15:08	2538.000	2538.600	2538.000	2538.600	              8	   2537.967	   2533.733	   2537.858	   2541.980	
 01/09-15:09	2538.000	2538.000	2537.600	2538.000	             14	   2538.033	   2533.883	   2537.825	   2541.966	
 01/09-15:10	2538.000	2539.000	2538.000	2539.000	             50	   2538.133	   2534.083	   2537.800	   2541.952	
 01/09-15:11	2538.600	2539.000	2538.400	2538.400	             13	   2538.200	   2534.217	   2537.758	   2541.932	
 01/09-15:12	2538.600	2538.600	2538.000	2538.000	              9	   2538.233	   2534.383	   2537.717	   2541.914	
 01/09-15:13	2538.000	2538.000	2537.200	2537.400	             17	   2538.267	   2534.550	   2537.675	   2541.906	
 01/09-15:14	2537.200	2537.800	2537.200	2537.200	             29	   2538.267	   2534.667	   2537.633	   2541.892	
 01/09-15:15	2537.200	2537.400	2536.200	2537.000	             65	   2538.267	   2534.817	   2537.592	   2541.862	
 01/10-09:16	2537.800	2541.600	2537.800	2540.800	            123	   2538.333	   2535.050	   2537.592	   2541.852	
 01/10-09:17	2540.000	2540.600	2540.000	2540.200	             79	   2538.400	   2535.267	   2537.571	   2541.828	
 01/10-09:18	2540.000	2541.000	2539.000	2541.000	             65	   2538.533	   2535.500	   2537.567	   2541.806	
 01/10-09:19	2541.400	2543.600	2540.800	2543.600	            139	   2538.667	   2535.750	   2537.583	   2541.796	
 01/10-09:20	2543.600	2544.800	2542.600	2542.600	             75	   2538.800	   2536.050	   2537.600	   2541.790	
 01/10-09:21	2542.800	2542.800	2539.600	2540.600	             78	   2538.867	   2536.300	   2537.592	   2541.774	
 01/10-09:22	2541.200	2541.600	2540.000	2540.200	             34	   2538.933	   2536.483	   2537.563	   2541.736	
 01/10-09:23	2540.600	2542.000	2540.600	2542.000	             14	   2539.067	   2536.700	   2537.546	   2541.710	
 01/10-09:24	2542.000	2542.000	2541.000	2541.600	             38	   2539.200	   2536.900	   2537.525	   2541.668	
 01/10-09:25	2541.600	2543.200	2541.600	2543.000	             41	   2539.400	   2537.150	   2537.517	   2541.634	
 01/10-09:26	2543.000	2544.000	2543.000	2543.800	             35	   2539.567	   2537.400	   2537.517	   2541.612	
 01/10-09:27	2544.000	2544.000	2541.800	2541.800	             36	   2539.633	   2537.617	   2537.496	   2541.564	
 01/10-09:28	2542.200	2543.200	2542.200	2543.000	            113	   2539.767	   2537.850	   2537.483	   2541.528	
 01/10-09:29	2543.200	2546.000	2543.200	2545.400	             49	   2539.967	   2538.100	   2537.483	   2541.508	
 01/10-09:30	2544.800	2545.800	2544.200	2545.200	             98	   2540.200	   2538.367	   2537.492	   2541.494	
 01/10-09:31	2545.400	2546.800	2545.200	2546.200	             48	   2540.467	   2538.567	   2537.500	   2541.492	
 01/10-09:32	2546.200	2546.800	2545.400	2545.400	             60	   2540.667	   2538.767	   2537.517	   2541.494	
 01/10-09:33	2545.200	2545.200	2543.200	2543.200	             58	   2540.833	   2538.933	   2537.512	   2541.492	
 01/10-09:34	2543.600	2544.200	2542.400	2543.600	             56	   2541.000	   2539.133	   2537.525	   2541.494	
 01/10-09:35	2544.200	2546.600	2544.200	2545.600	             52	   2541.267	   2539.350	   2537.550	   2541.504	
 01/10-09:36	2545.400	2545.400	2543.000	2543.400	            146	   2541.467	   2539.533	   2537.538	   2541.498	
 01/10-09:37	2543.200	2543.800	2542.600	2543.000	             43	   2541.633	   2539.683	   2537.517	   2541.494	
 01/10-09:38	2543.000	2543.000	2540.600	2542.400	             98	   2541.733	   2539.850	   2537.483	   2541.482	
 01/10-09:39	2543.000	2546.000	2543.000	2544.800	             64	   2541.967	   2540.000	   2537.483	   2541.480	
 01/10-09:40	2544.800	2545.600	2544.400	2545.400	             48	   2542.200	   2540.167	   2537.479	   2541.488	
 01/10-09:41	2545.800	2546.800	2544.800	2546.800	             52	   2542.467	   2540.333	   2537.479	   2541.478	
 01/10-09:42	2546.600	2546.800	2545.600	2546.600	             27	   2542.767	   2540.500	   2537.488	   2541.468	
 01/10-09:43	2546.400	2547.000	2545.400	2547.000	             35	   2543.067	   2540.667	   2537.500	   2541.460	
 01/10-09:44	2547.200	2549.200	2547.200	2548.600	             96	   2543.467	   2540.867	   2537.533	   2541.458	
 01/10-09:45	2548.000	2551.000	2548.000	2551.000	             58	   2543.933	   2541.100	   2537.575	   2541.462	
 01/10-09:46	2551.600	2556.400	2551.600	2555.800	            204	   2544.400	   2541.367	   2537.633	   2541.488	
 01/10-09:47	2556.000	2560.000	2555.200	2555.600	            252	   2544.933	   2541.667	   2537.708	   2541.518	
 01/10-09:48	2555.400	2557.800	2548.800	2548.800	            154	   2545.200	   2541.867	   2537.725	   2541.514	
 01/10-09:49	2548.800	2551.600	2548.800	2550.600	            250	   2545.433	   2542.050	   2537.750	   2541.520	
 01/10-09:50	2551.000	2551.400	2546.000	2547.800	            170	   2545.600	   2542.200	   2537.758	   2541.532	
 01/10-09:51	2547.600	2549.400	2547.000	2547.400	             83	   2545.833	   2542.350	   2537.775	   2541.548	
 01/10-09:52	2547.400	2547.800	2545.400	2545.400	            115	   2546.000	   2542.467	   2537.792	   2541.552	
 01/10-09:53	2546.000	2546.000	2543.600	2546.000	            100	   2546.133	   2542.600	   2537.817	   2541.564	
 01/10-09:54	2546.000	2547.600	2546.000	2546.800	             47	   2546.333	   2542.767	   2537.850	   2541.572	
 01/10-09:55	2546.800	2549.000	2546.200	2549.000	             30	   2546.533	   2542.967	   2537.917	   2541.584	
 01/10-09:56	2548.400	2549.000	2547.800	2547.800	             35	   2546.667	   2543.117	   2537.975	   2541.592	
 01/10-09:57	2548.000	2549.200	2547.600	2549.000	             24	   2546.900	   2543.267	   2538.033	   2541.598	
 01/10-09:58	2548.600	2548.600	2546.000	2547.600	             35	   2547.033	   2543.400	   2538.075	   2541.596	
 01/10-09:59	2547.200	2549.400	2545.200	2549.000	             57	   2547.167	   2543.567	   2538.142	   2541.608	
 01/10-10:00	2549.000	2550.000	2547.800	2547.800	             55	   2547.233	   2543.717	   2538.183	   2541.608	
 01/10-10:01	2547.800	2550.800	2547.800	2550.200	            138	   2547.367	   2543.917	   2538.250	   2541.620	
 01/10-10:02	2550.200	2551.000	2549.600	2549.800	             71	   2547.533	   2544.100	   2538.392	   2541.638	
 01/10-10:03	2549.800	2551.000	2549.200	2550.600	             41	   2547.800	   2544.317	   2538.567	   2541.666	
 01/10-10:04	2550.600	2552.600	2550.400	2551.600	            248	   2548.033	   2544.517	   2538.775	   2541.704	
 01/10-10:05	2551.400	2551.400	2549.200	2550.000	            181	   2548.167	   2544.717	   2538.975	   2541.740	
 01/10-10:06	2549.600	2553.000	2549.400	2553.000	             89	   2548.500	   2544.983	   2539.192	   2541.788	
 01/10-10:07	2553.000	2554.600	2552.400	2552.600	            159	   2548.833	   2545.233	   2539.408	   2541.832	
 01/10-10:08	2552.800	2556.200	2552.600	2554.600	            105	   2549.233	   2545.483	   2539.608	   2541.884	
 01/10-10:09	2555.000	2555.400	2554.800	2555.200	             41	   2549.600	   2545.783	   2539.833	   2541.934	
 01/10-10:10	2555.600	2557.600	2555.200	2557.000	             64	   2549.967	   2546.083	   2540.083	   2541.986	
